itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100034104,beli-harddisk-eksternal,Ahmad F.,5,,null,null,0,0,0,1,19.01,8-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Nama P.,5,,null,null,0,0,0,1,19.01,8-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Pupung A.,5,,null,bagus ori!,0,0,0,1,19.01,7-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Bambang G.,5,,null,null,0,0,0,1,19.01,6-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,1,19.01,27-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,ardi R.,5,,null,null,0,0,0,1,19.01,11-Feb-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,THE N.,5,,null,null,0,0,0,1,19.01,31-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,selvi H.,5,,null,null,0,0,0,1,19.01,16 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Siti S.,5,,null,null,0,0,0,1,19.01,14 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,1,19.01,15 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Desy C.,5,,null,null,0,0,0,1,19.01,06 Mei 2019,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Saleh H.,5,,null,null,0,0,0,1,19.01,17-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Novan A.,5,,null,null,0,0,0,1,19.01,04 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Aobhie H.,5,,null,real good,0,0,0,1,19.01,26-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Dwi P.,5,,null,null,0,0,0,1,18.01,29-Apr-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Kejar K.,3,,null,null,0,0,0,1,18.01,9-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Yulianto A.,3,,null,null,0,0,0,1,18.01,4-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Satria F.,5,,null,null,0,0,0,1,18.01,14-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,*i. P.,5,,null,null,0,0,0,1,18.01,15-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ketut W.,5,,null,bagus,0,0,0,1,18.01,11-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Maswa A.,5,,null,null,0,0,0,1,18.01,29-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,abdul M.,5,,null,good,0,0,0,1,18.01,27-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,muhamad N.,5,,null,null,0,0,0,1,18.01,13-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,sri H.,5,,null,null,0,0,0,1,18.01,1-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Jesa J.,5,,null,null,0,0,0,1,18,1-Apr-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,1,17.01,28-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Sriyana,3,,null,null,0,0,0,1,17.01,28-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Leonard P.,5,,null,null,0,0,0,1,17.01,19-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,1,16.01,26 Okt 2018,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,bondan I.,5,,null,null,0,0,0,1,16.01,29-Sep-18,androidApp,10/2/2019
100034117,beli-harddisk-eksternal,Lazada Customer,2,,null,null,0,0,0,1,19.01,13-Jun-19,androidApp,10/2/2019
100036366,beli-harddisk-eksternal,Lazada Customer,2,,null,"pengiriman sangat lama, tgl 19 di pesan, tgl 22 barang baru dikemas, tgl 23 baru diambil ekspedisi, tgl 25 baru sampai. Masih dijabotabek tapi lama.",0,0,0,1,34.58,19-Jul-19,desktop,10/2/2019
100036366,beli-harddisk-eksternal,hadiyanto,1,,"barang pecah dikirim, payah ni seller","barang tanpa kemasan, tanpa pelindung apapun, hanya dus tv saja, liat dusnya sobek dikit sudah mulai curiga, kayaknya pecah ini, eeeeellllaaaa pas dibuka pecah beneran, BAD SELLER, BENER BENER BAD SELLER MAU UNTUNG AJA, tanpa peduli keadaan produk , kalo gak ada untung n pelit pakingan ya jgn jualan ....barang sudah retur , mudah mudahan barangnya cepat di kirim lg d",27,27,0,1,33.55,27-Mar-18,desktop,10/2/2019
100036366,beli-harddisk-eksternal,Fajar H.,4,,Brng Utuh diterima,"Barang diterima pada hari akhir yg dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit. Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cpt tiba, bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di Bogor.",4,4,0,1,33.39,27-Mar-18,androidApp,10/2/2019
100036366,beli-harddisk-eksternal,aryanto,4,,sesuai pesanan,masukan saja.. klo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempet khawatir pecah.. tpi untung gk terjadi . ..,0,0,0,1,29.99,15-Jul-18,androidApp,10/2/2019
